code_maitre,cle,classe,sous_classe,code_atih,libelle
M65.31,M6531,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Région scapulaire """
M65.32,M6532,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Bras """
M65.33,M6533,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Avant-bras """
M65.35,M6535,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Région pelvienne et cuisse """
M65.36,M6536,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Jambe """
M65.37,M6537,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Cheville et pied """
M65.38,M6538,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Autres """
M65.39,M6539,ATIH s'arrête à un niveau supérieur,préfixe ATIH M653 (type MCO 0),M653,"Doigt « à ressort » - "" Siège non précisé """
M65.41,M6541,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Région scapulaire """
M65.42,M6542,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Bras """
M65.43,M6543,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Avant-bras """
M65.45,M6545,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Région pelvienne et cuisse """
M65.46,M6546,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Jambe """
M65.47,M6547,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Cheville et pied """
M65.48,M6548,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Autres """
M65.49,M6549,ATIH s'arrête à un niveau supérieur,préfixe ATIH M654 (type MCO 0),M654,"Ténosynovite chronique sténosante du pouce [de Quervain] - "" Siège non précisé """
M66.01,M6601,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Région scapulaire """
M66.02,M6602,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Bras """
M66.03,M6603,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Avant-bras """
M66.04,M6604,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Main """
M66.05,M6605,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Région pelvienne et cuisse """
M66.07,M6607,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Cheville et pied """
M66.08,M6608,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Autres """
M66.09,M6609,ATIH s'arrête à un niveau supérieur,préfixe ATIH M660 (type MCO 0),M660,"Déchirure d'un kyste poplité - "" Siège non précisé """
M66.16,M6616,ATIH s'arrête à un niveau supérieur,préfixe ATIH M661 (type MCO 0),M661,"Déchirure de la synoviale - "" Jambe """
M67.00,M6700,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Sièges multiples """
M67.01,M6701,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Région scapulaire """
M67.02,M6702,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Bras """
M67.03,M6703,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Avant-bras """
M67.04,M6704,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Main """
M67.05,M6705,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Région pelvienne et cuisse """
M67.06,M6706,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Jambe """
M67.07,M6707,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Cheville et pied """
M67.08,M6708,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Autres """
M67.09,M6709,ATIH s'arrête à un niveau supérieur,préfixe ATIH M670 (type MCO 0),M670,"Brièveté du tendon d'Achille (acquise) - "" Siège non précisé """
M67.10,M6710,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Sièges multiples """
M67.11,M6711,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Région scapulaire """
M67.12,M6712,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Bras """
M67.13,M6713,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Avant-bras """
M67.14,M6714,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Main """
M67.15,M6715,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Région pelvienne et cuisse """
M67.16,M6716,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Jambe """
M67.17,M6717,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Cheville et pied """
M67.18,M6718,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Autres """
M67.19,M6719,ATIH s'arrête à un niveau supérieur,préfixe ATIH M671 (type MCO 0),M671,"Autres rétractions tendineuses (gaine) - "" Siège non précisé """
M67.20,M6720,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Sièges multiples """
M67.21,M6721,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Région scapulaire """
M67.22,M6722,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Bras """
M67.23,M6723,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Avant-bras """
M67.24,M6724,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Main """
M67.25,M6725,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Région pelvienne et cuisse """
M67.26,M6726,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Jambe """
M67.27,M6727,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Cheville et pied """
M67.28,M6728,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Autres """
M67.29,M6729,ATIH s'arrête à un niveau supérieur,préfixe ATIH M672 (type MCO 0),M672,"Hypertrophie synoviale, non classée ailleurs - "" Siège non précisé """
M67.30,M6730,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Sièges multiples """
M67.31,M6731,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Région scapulaire """
M67.32,M6732,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Bras """
M67.33,M6733,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Avant-bras """
M67.34,M6734,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Main """
M67.35,M6735,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Région pelvienne et cuisse """
M67.36,M6736,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Jambe """
M67.37,M6737,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Cheville et pied """
M67.38,M6738,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Autres """
M67.39,M6739,ATIH s'arrête à un niveau supérieur,préfixe ATIH M673 (type MCO 0),M673,"Synovite transitoire - "" Siège non précisé """
M67.40,M6740,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Sièges multiples """
M67.41,M6741,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Région scapulaire """
M67.42,M6742,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Bras """
M67.43,M6743,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Avant-bras """
M67.44,M6744,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Main """
M67.45,M6745,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Région pelvienne et cuisse """
M67.46,M6746,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Jambe """
M67.47,M6747,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Cheville et pied """
M67.48,M6748,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Autres """
M67.49,M6749,ATIH s'arrête à un niveau supérieur,préfixe ATIH M674 (type MCO 0),M674,"Kyste - "" Siège non précisé """
M67.80,M6780,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Sièges multiples """
M67.81,M6781,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Région scapulaire """
M67.82,M6782,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Bras """
M67.83,M6783,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Avant-bras """
M67.84,M6784,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Main """
M67.85,M6785,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Région pelvienne et cuisse """
M67.86,M6786,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Jambe """
M67.87,M6787,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Cheville et pied """
M67.88,M6788,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Autres """
M67.89,M6789,ATIH s'arrête à un niveau supérieur,préfixe ATIH M678 (type MCO 0),M678,"Autres atteintes précisées de la synoviale et du tendon - "" Siège non précisé """
M67.90,M6790,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Sièges multiples """
M67.91,M6791,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Région scapulaire """
M67.92,M6792,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Bras """
M67.93,M6793,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Avant-bras """
M67.94,M6794,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Main """
M67.95,M6795,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Région pelvienne et cuisse """
M67.96,M6796,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Jambe """
M67.97,M6797,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Cheville et pied """
M67.98,M6798,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Autres """
M67.99,M6799,ATIH s'arrête à un niveau supérieur,préfixe ATIH M679 (type MCO 0),M679,"Atteinte de la synoviale et du tendon, sans précision - "" Siège non précisé """
M68.00,M6800,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Sièges multiples """
M68.01,M6801,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Région scapulaire """
M68.02,M6802,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Bras """
M68.03,M6803,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Avant-bras """
M68.04,M6804,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Main """
M68.05,M6805,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Région pelvienne et cuisse """
M68.06,M6806,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Jambe """
M68.07,M6807,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Cheville et pied """
M68.08,M6808,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Autres """
M68.09,M6809,ATIH s'arrête à un niveau supérieur,préfixe ATIH M680 (type MCO 0),M680,"Synovite et ténosynovite au cours de maladies bactériennes classées ailleurs - "" Siège non précisé """
M68.80,M6880,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Sièges multiples """
M68.81,M6881,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Région scapulaire """
M68.82,M6882,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Bras """
M68.83,M6883,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Avant-bras """
M68.84,M6884,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Main """
M68.85,M6885,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Région pelvienne et cuisse """
M68.86,M6886,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Jambe """
M68.87,M6887,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Cheville et pied """
M68.88,M6888,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Autres """
M68.89,M6889,ATIH s'arrête à un niveau supérieur,préfixe ATIH M688 (type MCO 0),M688,"Autres atteintes de la synoviale et du tendon au cours de maladies classées ailleurs - "" Siège non précisé """
M70.01,M7001,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Région scapulaire """
M70.02,M7002,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Bras """
M70.05,M7005,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Région pelvienne et cuisse """
M70.06,M7006,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Jambe """
M70.07,M7007,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Cheville et pied """
M70.08,M7008,ATIH s'arrête à un niveau supérieur,préfixe ATIH M700 (type MCO 0),M700,"Synovite sèche de la main et du poignet - "" Autres """
M70.11,M7011,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Région scapulaire """
M70.12,M7012,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Bras """
M70.13,M7013,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Avant-bras """
M70.15,M7015,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Région pelvienne et cuisse """
M70.16,M7016,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Jambe """
M70.17,M7017,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Cheville et pied """
M70.18,M7018,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Autres """
M70.19,M7019,ATIH s'arrête à un niveau supérieur,préfixe ATIH M701 (type MCO 0),M701,"Bursite de la main - "" Siège non précisé """
M70.21,M7021,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Région scapulaire """
M70.23,M7023,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Avant-bras """
M70.24,M7024,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Main """
M70.25,M7025,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Région pelvienne et cuisse """
M70.26,M7026,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Jambe """
M70.27,M7027,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Cheville et pied """
M70.28,M7028,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Autres """
M70.29,M7029,ATIH s'arrête à un niveau supérieur,préfixe ATIH M702 (type MCO 0),M702,"Bursite olécrânienne - "" Siège non précisé """
M70.31,M7031,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Région scapulaire """
M70.33,M7033,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Avant-bras """
M70.34,M7034,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Main """
M70.35,M7035,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Région pelvienne et cuisse """
M70.36,M7036,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Jambe """
M70.37,M7037,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Cheville et pied """
M70.38,M7038,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Autres """
M70.39,M7039,ATIH s'arrête à un niveau supérieur,préfixe ATIH M703 (type MCO 0),M703,"Autres bursites du coude - "" Siège non précisé """
M70.41,M7041,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Région scapulaire """
M70.42,M7042,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Bras """
M70.43,M7043,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Avant-bras """
M70.44,M7044,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Main """
M70.45,M7045,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Région pelvienne et cuisse """
M70.47,M7047,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Cheville et pied """
M70.48,M7048,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Autres """
M70.49,M7049,ATIH s'arrête à un niveau supérieur,préfixe ATIH M704 (type MCO 0),M704,"Bursite prépatellaire - "" Siège non précisé """
M70.51,M7051,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Région scapulaire """
M70.52,M7052,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Bras """
M70.53,M7053,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Avant-bras """
M70.54,M7054,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Main """
M70.55,M7055,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Région pelvienne et cuisse """
M70.57,M7057,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Cheville et pied """
M70.58,M7058,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Autres """
M70.59,M7059,ATIH s'arrête à un niveau supérieur,préfixe ATIH M705 (type MCO 0),M705,"Autres bursites du genou - "" Siège non précisé """
M70.61,M7061,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Région scapulaire """
M70.62,M7062,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Bras """
M70.63,M7063,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Avant-bras """
M70.64,M7064,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Main """
M70.66,M7066,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Jambe """
M70.67,M7067,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Cheville et pied """
M70.68,M7068,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Autres """
M70.69,M7069,ATIH s'arrête à un niveau supérieur,préfixe ATIH M706 (type MCO 0),M706,"Bursite trochantérienne - "" Siège non précisé """
M70.71,M7071,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Région scapulaire """
M70.72,M7072,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Bras """
M70.73,M7073,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Avant-bras """
M70.74,M7074,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Main """
M70.76,M7076,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Jambe """
M70.77,M7077,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Cheville et pied """
M70.78,M7078,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Autres """
M70.79,M7079,ATIH s'arrête à un niveau supérieur,préfixe ATIH M707 (type MCO 0),M707,"Autres bursites de la hanche - "" Siège non précisé """
M70.81,M7081,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Région scapulaire """
M70.82,M7082,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Bras """
M70.84,M7084,ATIH s'arrête à un niveau supérieur,préfixe ATIH M708 (type MCO 0),M708,"Autres affections des tissus mous par sollicitation excessive - "" Main """
