dagger_code,dagger_label,asterisk_code,asterisk_label,combination_labels,levels_present,redundancy_level,rationale,curated_by,curated_date,_orphan
B37.3,candidose de la vulve et du vagin,N77.1,"vaginite, vulvite et vulvo-vaginite au cours de maladies infectieuses et parasitaires classées ailleurs","candidose de la vulve et du vagin | vaginite, vulvite et vulvo-vaginite au cours de candidose","H, T",independent,,RF,21/05/2026,false
B37.4,candidose d'autres localisations uro-génitales,N37.0,urétrite au cours de maladies classées ailleurs,urétrite à Candida,"H, U",independent,,RF,21/05/2026,false
B37.4,candidose d'autres localisations uro-génitales,N51.2,balanite au cours de maladies classées ailleurs,balanite à Candida,"H, U",independent,,RF,21/05/2026,false
B37.5,méningite à Candida,G02.1,méningite au cours de mycoses classées ailleurs,méningite à Candida,"H, T",independent,,RF,21/05/2026,false
B37.6,endocardite à Candida,I39,endocardite et atteintes valvulaires cardiaques au cours de maladies classées ailleurs,atteinte de l'endocarde (à) (au cours de) Candida,H,subordinate,,RF,21/05/2026,false
B37.6,endocardite à Candida,I39.8,"endocardite, valvule non précisée, au cours de maladies classées ailleurs",endocardite à Candida,T,subordinate,,RF,21/05/2026,false
B38.0,coccidioïdomycose pulmonaire aiguë,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de coccidioïdomycose,H,independent,,RF,21/05/2026,false
B38.1,coccidioïdomycose pulmonaire chronique,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de coccidioïdomycose,H,independent,,RF,21/05/2026,false
B38.2,"coccidioïdomycose pulmonaire, sans précision",J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de coccidioïdomycose,H,independent,,RF,21/05/2026,false
B38.4,méningite à coccidioïdomycose,G02.1,méningite au cours de mycoses classées ailleurs,méningite à coccidioïdomycose,"H, T",subordinate,,RF,21/05/2026,false
B39,histoplasmose,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de histoplasmose,H,independent,,RF,21/05/2026,false
B42.0,sporotrichose pulmonaire,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,sporotrichose pulmonaire | troubles respiratoires au cours de sporotrichose,"H, T",independent,,RF,21/05/2026,false
B44.0,aspergillose pulmonaire invasive,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de aspergillose,H,independent,,RF,21/05/2026,false
B44.1,autres aspergilloses pulmonaires,J17.2,pneumopathie au cours de mycoses,pneumopathie au cours de aspergillose,H,independent,,RF,21/05/2026,false
B44.8,autres formes d'aspergillose,H62.2,otite externe au cours de mycoses,otite externe au cours de aspergillose,H,independent,,RF,21/05/2026,false
B45.1,cryptococcose cérébrale,G02.1,méningite au cours de mycoses classées ailleurs,méningite à cryptocoques,"H, U",independent,,RF,21/05/2026,false
B52.0,"paludisme à Plasmodium malariae, avec atteinte rénale",N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulopathie au cours de paludisme à Plasmodium malariae,H,independent,,RF,21/05/2026,false
B55,leishmaniose,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de leishmaniose,H,independent,,RF,21/05/2026,false
B56,trypanosomiase africaine,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de trypanosomiase,H,independent,,RF,21/05/2026,false
B56,trypanosomiase africaine,G02.8,méningite au cours d'autres maladies infectieuses et parasitaires précisées classées ailleurs,méningite due à trypanosomiase africaine,H,independent,,RF,21/05/2026,false
B56,trypanosomiase africaine,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","encéphalite, myélite ou encéphalomyélite au cours de trypanosomiase africaine",H,independent,,RF,21/05/2026,false
B57,maladie de Chagas,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de trypanosomiase,H,independent,,RF,21/05/2026,false
B57.0,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque",I41.2,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque | forme aiguë de la maladie de Chagas avec myocardite | myocardite au cours de maladie de Chagas (chronique) aiguë","H, T, U",independent,,RF,21/05/2026,false
B57.0,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque",I98.1,troubles cardio-vasculaires au cours d'autres maladies infectieuses et parasitaires classées ailleurs,"forme aiguë de la maladie de Chagas, avec atteinte cardiaque | forme aiguë de la maladie de Chagas avec atteinte cardio-vasculaire NCA","T, U",independent,,RF,21/05/2026,false
B57.2,maladie de Chagas (chronique) avec atteinte cardiaque,I41.2,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,maladie de Chagas (chronique) avec atteinte cardiaque | maladie de Chagas (chronique) (avec) myocardite | myocardite au cours de maladie de Chagas (chronique),"H, T, U",independent,,RF,21/05/2026,false
B57.2,maladie de Chagas (chronique) avec atteinte cardiaque,I98.1,troubles cardio-vasculaires au cours d'autres maladies infectieuses et parasitaires classées ailleurs,maladie de Chagas (chronique) avec atteinte cardiaque | maladie de Chagas (chronique) (avec) atteinte cardio-vasculaire | maladie de Chagas avec atteinte cardio-vasculaire NCA,"H, T, U",independent,,RF,21/05/2026,false
B57.3,maladie de Chagas (chronique) avec atteinte de l'appareil digestif,K23.1,méga-oesophage au cours de la maladie de Chagas,méga-oesophage au cours de la maladie de Chagas,G,independent,,RF,21/05/2026,false
B57.3,maladie de Chagas (chronique) avec atteinte de l'appareil digestif,K93.1,mégacôlon au cours de la maladie de Chagas,mégacôlon au cours de la maladie de Chagas,G,independent,,RF,21/05/2026,false
B57.4,maladie de Chagas (chronique) avec atteinte du système nerveux,G02.8,méningite au cours d'autres maladies infectieuses et parasitaires précisées classées ailleurs,méningite due à maladie de Chagas (chronique),H,independent,,RF,21/05/2026,false
B57.4,maladie de Chagas (chronique) avec atteinte du système nerveux,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","encéphalite, myélite ou encéphalomyélite au cours de maladie de Chagas (chronique)",H,independent,,RF,21/05/2026,false
B58.0,oculopathie à Toxoplasma,H32.0,affections choriorétiniennes au cours de maladies infectieuses et parasitaires classées ailleurs,choriorétinite à Toxoplasma,"H, U",independent,,RF,21/05/2026,false
B58.1,hépatite à Toxoplasma,K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,hépatite à Toxoplasma | hépatite (à) toxoplasme,"H, T",independent,,RF,21/05/2026,false
B58.2,méningo-encéphalite à Toxoplasma,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","méningo-encéphalite à Toxoplasma | encéphalite, myélite ou encéphalomyélite au cours de toxoplasmose","H, T",independent,,RF,21/05/2026,false
B58.3,toxoplasmose pulmonaire,J17.3,pneumopathie au cours de maladies parasitaires,toxoplasmose pulmonaire | pneumopathie au cours de toxoplasmose,"H, T",subordinate,,RF,21/05/2026,false
B58.8,toxoplasmose avec atteinte d'autres organes,I41.2,myocardite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,myocardite à Toxoplasma | myocardite au cours de toxoplasmose,"H, U",independent,,RF,21/05/2026,false
B58.8,toxoplasmose avec atteinte d'autres organes,M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite à Toxoplasma | myosite au cours de toxoplasmose,"H, U",independent,,RF,21/05/2026,false
B58.8,toxoplasmose avec atteinte d'autres organes,N16.0,maladie rénale tubulo-interstitielle au cours de maladies infectieuses et parasitaires classées ailleurs,maladie rénale tubulo-interstitielle au cours de toxoplasmose,H,independent,,RF,21/05/2026,false
B60.1,acanthamoebiose,H13.1,conjonctivite au cours de maladies infectieuses et parasitaires classées ailleurs,conjonctivite due à Acanthamoeba | conjonctivite (à) (de) Acanthamoeba,"H, U",independent,,RF,21/05/2026,false
B60.1,acanthamoebiose,H19.2,kératite et kératoconjonctivite au cours d'autres maladies infectieuses et parasitaires classées ailleurs,kératoconjonctivite due à Acanthamoeba | kératite et kératoconjonctivite (insterstitielles) au cours de (dues à) Acanthamoeba,"H, U",independent,,RF,21/05/2026,false
B60.2,naegleriase,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs","méningo-encéphalite amibienne primitive | encéphalite, myélite ou encéphalomyélite au cours de naegleriase","H, U",independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],D77,autres maladies du sang et des organes hématopoïétiques au cours de maladies classées ailleurs,fibrose splénique due à la schistosomiase [bilharziose],H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],G07,abcès et granulome intracrâniens et intrarachidiens au cours d'affections classées ailleurs,granulome schistosomien du cerveau,H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],I52.1,autres cardiopathies au cours d'autres maladies infectieuses et parasitaires classées ailleurs,affection cardiopulmonaire au cours de schistosomiase,H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],I98.2,varices oesophagiennes au cours de maladies classées ailleurs,varices oesophagiennes au cours de schistosomiase,H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],J17.3,pneumopathie au cours de maladies parasitaires,pneumopathie au cours de schistosomiase,H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],K77.0,atteintes hépatiques au cours de maladies infectieuses et parasitaires classées ailleurs,schistosomiase hépato-splénique | hypertension portale au cours de schistosomiase,H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite au cours de schistosomiase [bilharziose],H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulopathie au cours de schistosomiase [bilharziose],H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],N22.0,calcul urinaire au cours de schistosomiase [bilharziose],calcul urinaire au cours de schistosomiase [bilharziose],G,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],N29.1,autres affections du rein et de l'uretère au cours de maladies infectieuses et parasitaires classées ailleurs,affections du rein et de l'uretère au cours de schistosomiase [bilharziose],H,independent,,RF,21/05/2026,false
B65,schistosomiase [bilharziose],N33.8,affections de la vessie au cours d'autres maladies classées ailleurs,affections de la vessie au cours de schistosomiase [bilharziose],H,independent,,RF,21/05/2026,false
B67,échinococcose,H06.1,infection parasitaire de l'orbite au cours de maladies classées ailleurs,infection de l'orbite due à Echinococcus,H,independent,,RF,21/05/2026,false
B67.2,infection osseuse à Echinococcus granulosus,M90.2,ostéopathie au cours d'autres maladies infectieuses classées ailleurs,ostéomyélite due à échinocoques,H,independent,,RF,21/05/2026,false
B69.1,cysticercose de l'oeil,H45.1,endophtalmie au cours de maladies classées ailleurs,endophtalmie au cours de cysticercose,H,independent,,RF,21/05/2026,false
B69.8,"cysticercose, autres localisations",M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite au cours de cysticercose,H,independent,,RF,21/05/2026,false
B73,onchocercose,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de onchocercose,H,independent,,RF,21/05/2026,false
B73,onchocercose,H42.8,glaucome au cours d'autres maladies classées ailleurs,glaucome au cours d'onchocercose,H,independent,,RF,21/05/2026,false
B73,onchocercose,H45.1,endophtalmie au cours de maladies classées ailleurs,endophtalmie au cours de onchocercose,H,independent,,RF,21/05/2026,false
B74,filariose,H13.0,parasitose filarienne de la conjonctive,parasitose filarienne de la conjonctive,G,independent,,RF,21/05/2026,false
B74,filariose,N51.8,autres affections des organes génitaux de l'homme au cours de maladies classées ailleurs,chylocèle filarienne de la tunique vaginale du testicule,H,independent,,RF,21/05/2026,false
B74.3,loase,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de loase,H,independent,,RF,21/05/2026,false
B75,trichinose,M63.1,myosite au cours d'infections parasitaires et à protozoaires classées ailleurs,myosite au cours de trichinose,H,independent,,RF,21/05/2026,false
B77.8,ascaridiase avec autres complications,J17.3,pneumopathie au cours de maladies parasitaires,pneumopathie au cours de ascaridiase,H,independent,,RF,21/05/2026,false
B78,anguillulose [strongyloïdose],N08.0,glomérulopathie au cours de maladies infectieuses et parasitaires classées ailleurs,glomérulopathie au cours de anguillulose [strongyloïdose],H,independent,,RF,21/05/2026,false
B80,oxyurose,N77.1,"vaginite, vulvite et vulvo-vaginite au cours de maladies infectieuses et parasitaires classées ailleurs","vaginite, vulvite et vulvo-vaginite au cours de oxyurose",H,independent,,RF,21/05/2026,false
B83.0,larva migrans viscérale,H45.1,endophtalmie au cours de maladies classées ailleurs,endophtalmie au cours de toxocarose,H,independent,,RF,21/05/2026,false
B83.2,angiostrongyloïdose à Parastrongylus cantonensis,G05.2,"encéphalite, myélite et encéphalomyélite au cours d'autres maladies infectieuses et parasitaires classées ailleurs",méningo-encéphalite à éosinophiles,"H, U",independent,,RF,21/05/2026,false
B85.3,phtiriase,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,infection parasitaire de la paupière au cours de phtiriase,H,independent,,RF,21/05/2026,false
B87.2,myiase oculaire,H06.1,infection parasitaire de l'orbite au cours de maladies classées ailleurs,myiase de l'orbite,H,independent,,RF,21/05/2026,false
B88.0,autres acariases,H03.0,infection parasitaire de la paupière au cours de maladies classées ailleurs,dermite de la paupière due à Demodex,H,independent,,RF,21/05/2026,false
C40,tumeur maligne des os et du cartilage articulaire des membres,M90.6,ostéite déformante au cours de maladies tumorales,ostéite déformante au cours de tumeurs osseuses malignes,H,independent,,RF,21/05/2026,false
C41,"tumeur maligne des os et du cartilage articulaire, de sièges autres et non précisés",M90.6,ostéite déformante au cours de maladies tumorales,ostéite déformante au cours de tumeurs osseuses malignes,H,independent,,RF,21/05/2026,false
C79.5,tumeur maligne secondaire des os et de la moelle osseuse,M49.5,tassement vertébral au cours de maladies classées ailleurs,fracture métastatique d'une vertèbre,H,independent,,RF,21/05/2026,false
C80,tumeur maligne de siège non précisé,G73.1,syndrome de Lambert-Eaton,syndrome de Lambert-Eaton,G,independent,,RF,21/05/2026,false
C81,maladie de Hodgkin,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,,RF,21/05/2026,false
C82,lymphome folliculaire [nodulaire] non hodgkinien,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,,RF,21/05/2026,false
C83,lymphome diffus non hodgkinien,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,,RF,21/05/2026,false
C84,lymphomes périphériques et cutanés à cellules T,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,,RF,21/05/2026,false
C85,"lymphome non hodgkinien, de types autres et non précisés",N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,,RF,21/05/2026,false
C88.0,macroglobulinémie de Waldenström,N08.1,glomérulopathie au cours de maladies tumorales,glomérulopathie au cours de macroglobulinémie de Waldenström,H,independent,,RF,21/05/2026,false
C90.0,myélome multiple,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de myélome multiple,H,independent,,RF,21/05/2026,false
C90.0,myélome multiple,M82.0,ostéoporose au cours de myélomatose multiple,ostéoporose au cours de myélomatose multiple,G,independent,,RF,21/05/2026,false
C90.0,myélome multiple,N08.1,glomérulopathie au cours de maladies tumorales,glomérulopathie au cours de myélome multiple,H,independent,,RF,21/05/2026,false
C90.0,myélome multiple,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de myélome multiple,H,independent,,RF,21/05/2026,false
C91,leucémie lymphoïde,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,,RF,21/05/2026,false
C91,leucémie lymphoïde,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,,RF,21/05/2026,false
C92,leucémie myéloïde,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,,RF,21/05/2026,false
C92,leucémie myéloïde,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,,RF,21/05/2026,false
C93,leucémie monocytaire,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,,RF,21/05/2026,false
C93,leucémie monocytaire,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,,RF,21/05/2026,false
C94,autres leucémies à cellules précisées,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,,RF,21/05/2026,false
C94,autres leucémies à cellules précisées,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,,RF,21/05/2026,false
C95,leucémie à cellules non précisées,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de leucémie,H,independent,,RF,21/05/2026,false
C95,leucémie à cellules non précisées,N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de leucémie,H,independent,,RF,21/05/2026,false
C96,"tumeurs malignes des tissus lymphoïde, hématopoïétique et apparentés, autres et non précisées",N16.1,maladie rénale tubulo-interstitielle au cours de maladies tumorales,maladie rénale tubulo-interstitielle au cours de lymphome,H,independent,,RF,21/05/2026,false
C96.1,histiocytose maligne,M36.1,arthropathie au cours de maladies tumorales classées ailleurs,arthropathie au cours de histiocytose maligne,H,independent,,RF,21/05/2026,false
D57,affections à hématies falciformes [drépanocytaires],H36.8,autres affections rétiniennes au cours de maladies classées ailleurs,rétinopathie proliférante au cours de l'anémie à hématies falciformes,H,independent,,RF,21/05/2026,false
D57,affections à hématies falciformes [drépanocytaires],M14.0,arthropathie goutteuse due à un déficit enzymatique et autres troubles héréditaires,arthropathie goutteuse au cours de drépanocytose,H,independent,,RF,21/05/2026,false
D57,affections à hématies falciformes [drépanocytaires],N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de maladie à hématies falciformes [drépanocytaires],H,independent,,RF,21/05/2026,false
D59.3,syndrome hémolytique urémique,N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de syndrome hémolytique urémique,H,independent,,RF,21/05/2026,false
D65,coagulation intravasculaire disséminée [syndrome de défibrination],N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de coagulation intravasculaire disséminée [syndrome de défibrination],H,independent,,RF,21/05/2026,false
D66,carence héréditaire en facteur VIII,M36.2,arthropathie hémophilique,arthropathie hémophilique,G,independent,,RF,21/05/2026,false
D67,carence héréditaire en facteur IX,M36.2,arthropathie hémophilique,arthropathie hémophilique,G,independent,,RF,21/05/2026,false
D68,autres anomalies de la coagulation,M36.2,arthropathie hémophilique,arthropathie hémophilique,G,independent,,RF,21/05/2026,false
D69.0,purpura allergique,M36.4,arthropathie au cours de réactions d'hypersensibilité classées ailleurs,arthropathie au cours du purpura de Schönlein-Henoch,H,independent,,RF,21/05/2026,false
D69.0,purpura allergique,N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de purpura rhumatoïde [syndrome de Schönlein-Henoch],H,independent,,RF,21/05/2026,false
D70,agranulocytose,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,,RF,21/05/2026,false
D71,anomalies fonctionnelles des granulocytes neutrophiles,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,,RF,21/05/2026,false
D72,autres anomalies des leucocytes,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,,RF,21/05/2026,false
D73,maladies de la rate,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,,RF,21/05/2026,false
D74,méthémoglobinémie,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,,RF,21/05/2026,false
D75,autres maladies du sang et des organes hématopoïétiques,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,,RF,21/05/2026,false
D76,certaines maladies du tissu lymphoréticulaire et du système réticulo-histiocytaire,M36.3,arthropathie au cours d'autres maladies du sang classées ailleurs,arthropathie au cours d'autres maladies du sang classées ailleurs,G,independent,,RF,21/05/2026,false
D80,déficit immunitaire avec déficit prédominant de la production d'anticorps,M36.8,atteintes systémiques du tissu conjonctif au cours d'autres maladies classées ailleurs,atteintes systémiques du tissu conjonctif au cours de hypogammaglobulinémie,H,independent,,RF,21/05/2026,false
D86,sarcoïdose,N16.2,maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire,maladie rénale tubulo-interstitielle au cours de sarcoïdose,H,independent,,RF,21/05/2026,false
D86.8,sarcoïdose de localisations autres et associées,G53.2,paralysie de plusieurs nerfs crâniens au cours de sarcoïdose,paralysie de plusieurs nerfs crâniens au cours de sarcoïdose | paralysie multiple des nerfs crâniens de la sarcoïdose,"G, U",independent,,RF,21/05/2026,false
D86.8,sarcoïdose de localisations autres et associées,H22.1,iridocyclite au cours d'autres maladies classées ailleurs,iridocyclite de la sarcoïdose | iridocyclite au cours de sarcoïdose,"H, U",independent,,RF,21/05/2026,false
D86.8,sarcoïdose de localisations autres et associées,I41.8,myocardite au cours d'autres maladies classées ailleurs,myocardite de la sarcoïdose | myocardite (au cours de) sarcoïdose,"H, U",independent,,RF,21/05/2026,false
D86.8,sarcoïdose de localisations autres et associées,K77.8,atteintes hépatiques au cours d'autres maladies classées ailleurs,granulomes hépatiques au cours de sarcoïdose,H,independent,,RF,21/05/2026,false
D86.8,sarcoïdose de localisations autres et associées,M14.8,arthropathie au cours d'autres maladies précisées classées ailleurs,arthropathie de la sarcoïdose | arthropathie au cours de sarcoïdose,"H, U",independent,,RF,21/05/2026,false
D86.8,sarcoïdose de localisations autres et associées,M63.3,myosite au cours de sarcoïdose,myosite au cours de sarcoïdose | myosite de la sarcoïdose,"G, U",independent,,RF,21/05/2026,false
D89.1,cryoglobulinémie,J99.8,troubles respiratoires au cours d'autres maladies classées ailleurs,troubles respiratoires au cours de cryoglobulinémie,H,independent,,RF,21/05/2026,false
D89.1,cryoglobulinémie,N08.2,glomérulopathie au cours de maladies du sang et des anomalies du système immunitaire,glomérulopathie au cours de cryoglobulinémie,H,independent,,RF,21/05/2026,false
D89.1,cryoglobulinémie,N16.2,maladie rénale tubulo-interstitielle au cours de maladies du sang et des troubles du système immunitaire,maladie rénale tubulo-interstitielle au cours de cryoglobulinémie mixte,H,independent,,RF,21/05/2026,false
E00,syndrome d'insuffisance thyroïdienne congénitale,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,,RF,21/05/2026,false
E00.1,syndrome d'insuffisance thyroïdienne congénitale de type myxoedémateux,G13.2,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,G,independent,,RF,21/05/2026,false
E01,affections thyroïdiennes et apparentées liées à une carence en iode,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de hypothyroïdie acquise,H,independent,,RF,21/05/2026,false
E01,affections thyroïdiennes et apparentées liées à une carence en iode,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,,RF,21/05/2026,false
E02,hypothyroïdie par carence inapparente en iode,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,,RF,21/05/2026,false
E03,autres hypothyroïdies,F02.8,démence au cours d'autres maladies classées ailleurs,démence au cours de hypothyroïdie acquise,H,independent,,RF,21/05/2026,false
E03,autres hypothyroïdies,G13.2,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,affections dégénératives systémiques affectant principalement le système nerveux central au cours d'un myxoedème,G,independent,,RF,21/05/2026,false
E03,autres hypothyroïdies,M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de hypothyroïdie,H,independent,,RF,21/05/2026,false
E05,thyréotoxicose [hyperthyroïdie],G73.0,syndrome myasthénique au cours de maladies endocriniennes,syndrome myasthénique au cours de thyréotoxicose [hyperthyroïdie],H,independent,,RF,21/05/2026,false
E05,thyréotoxicose [hyperthyroïdie],G73.5,myopathie au cours de maladies endocriniennes,myopathie thyréotoxique,H,independent,,RF,21/05/2026,false
E05,thyréotoxicose [hyperthyroïdie],H06.2,exophtalmie thyréotoxique,exophtalmie thyréotoxique,G,independent,,RF,21/05/2026,false
E05,thyréotoxicose [hyperthyroïdie],M14.5,"arthropathie au cours d'autres maladies endocriniennes, nutritionnelles et métaboliques",arthropathie au cours de thyréotoxicose [hyperthyroïdie],H,independent,,RF,21/05/2026,false
E05.9,"thyréotoxicose, sans précision",I43.8,myocardiopathie au cours d'autres maladies classées ailleurs,cardiopathie thyréotoxique,"H, U",independent,,RF,21/05/2026,false
E10.2,diabète sucré insulino-dépendant | avec complications rénales,N08.3,glomérulopathie au cours du diabète sucré,glomérulopathie au cours du diabète sucré | glomérulonéphrite intracapillaire | néphropathie diabétique | syndrome de Kimmelstiel-Wilson,"G, U",independent,,RF,21/05/2026,false
E10.3,diabète sucré insulino-dépendant | avec complications oculaires,H28.0,cataracte diabétique,cataracte diabétique,"G, U",independent,,RF,21/05/2026,false
E10.3,diabète sucré insulino-dépendant | avec complications oculaires,H36.0,rétinopathie diabétique,rétinopathie diabétique,"G, U",independent,,RF,21/05/2026,false
E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G59.0,mononévrite diabétique,mononévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G63.2,polynévrite diabétique,polynévrite diabétique,"G, U",independent,,RF,21/05/2026,false
E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G73.0,syndrome myasthénique au cours de maladies endocriniennes,amyotrophie diabétique | syndrome myasthénique au cours de amyotrophie diabétique,"H, U",independent,,RF,21/05/2026,false
E10.4,diabète sucré insulino-dépendant | avec complications neurologiques,G99.0,neuropathie du système nerveux autonome au cours de maladies endocriniennes et métaboliques,neuropathie végétative diabétique | polynévrite système nerveux autonome diabétique,"H, U",independent,,RF,21/05/2026,false
E10.5,diabète sucré insulino-dépendant | avec complications vasculaires périphériques,I79.2,angiopathie périphérique au cours de maladies classées ailleurs,angiopathie périphérique diabétique,"H, U",independent,,RF,21/05/2026,false
E10.6,diabète sucré insulino-dépendant | avec autres complications précisées,M14.2,arthropathie diabétique,arthropathie diabétique,"G, U",independent,,RF,21/05/2026,false
E10.6,diabète sucré insulino-dépendant | avec autres complications précisées,M14.6,arthropathie neuropathique,arthropathie diabétique nerveuse | arthropathie neuropathique diabétique,"H, U",independent,,RF,21/05/2026,false
